Filename,Source,Start_DateTime_GMT,End_DateTime_GMT,EncounterCount,EncounterNumber,SamplingRate,NumChannels,EncounterID,CruiseID,DataProvider,KnownSpecies,GeographicLocation,ClassifiedSpecies,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,DCMEAN,DCSTDDEV,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,DCQUARTER1MEAN,DCQUARTER2MEAN,DCQUARTER3MEAN,DCQUARTER4MEAN,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,FREQBEGSWEEP,FREQBEGUP,FREQBEGDWN,FREQENDSWEEP,FREQENDUP,FREQENDDWN,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLMEDIANDELTA,INFLDUR,STEPDUR,FREQPEAK,BW3DB,BW3DBLOW,BW3DBHIGH,BW10DB,BW10DBLOW,BW10DBHIGH,RMSSIGNAL,RMSNOISE,SNR,NCROSSINGS,SWEEPRATE,MEANTIMEZC,MEDIANTIMEZC,VARIANCETIMEZC,WHALETRAIN,CLICKTYPE,ICI,OFFLINEEVENTID,Lat,Long,Classifier,Species1,Species2,Species3,Species4,Species5,Species6,Species7,Species8,Species9,Species10,Species11,Species12,Species_List,Var106
sel.3397.ch02.230221.144829.12.C.227.679.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3iii\Encounter93-sel-Channel0-20241110_120728.wav,07:28.9,07:29.4,93,679b_notraceableparta,95703,null,null,null,null,null,null,Pc,8504.856445,6355.277344,0.459,7009.49707,8504.856445,2149.579102,0.606114448,0.145218874,7079.323478,345.9628883,7009.49707,7430.066895,0.289308176,1.338235294,0.824175824,7009.49707,7009.49707,7102.957031,280.3798828,0.568660305,0.636527119,0.599444591,0.620478696,0.252341895,0,0,0,3550.029524,14438.16672,24951.36899,-20356.08259,-1.225745124,0,0,1,2,1,0,8,9,3,1,2,2,56.25,36.25,7.5,20,0.049,0.005,9.8,0.021947368,0.015057201,0.011,43.57298475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.082666667,0.418666667,0.078666667,0,0.041333333,0.112,0.153333333,0.077333333,0.036,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),moved
sel.2331.ch02.230221.163106.06.C.815.2331.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter108-sel-Channel0-20241110_165308.wav,53:08.2,53:08.7,108,2331b_nootherpartstraceable,95703,null,null,null,null,null,null,Ambig,14112.4541,6355.277344,0.461,6448.737305,14112.4541,7757.176758,0.765434641,0.11022894,7026.685109,950.0694731,6729.117188,10233.86572,0.757990868,2.220588235,0.456953642,6729.117188,6822.577148,6916.037109,373.8398438,0.702042085,0.837287339,0.810994536,0.70884222,0.38318584,1,0,1,14435.57924,20034.89694,47813.88631,-17197.90438,-2.780215849,2,1,0,2,1,0,8,8,6,4,6,4,49.57264957,32.47863248,17.94871795,24,0.066,0.004,16.5,0.019608696,0.014618603,0.016,52.06073753,2.169197397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.082666667,0.077333333,0.162666667,0,0.077333333,0.04,0.144,0.088,0.328,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.303.ch02.230221.142845.02.C.101.301.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter38-sel-Channel0-20230221_143441.wav,34:41.0,34:41.6,38,301b_untraceableparta,95703,null,null,null,null,null,null,Ambig,12804.01465,6448.737305,0.631,6729.117188,12804.01465,6355.277344,0.778392051,0.089699911,7193.275481,731.2559597,7102.957031,9626.375977,0.660194175,1.985507246,0.525547445,7102.957031,7102.957031,7196.416992,93.45996094,0.727295529,0.798011582,0.798596454,0.790053348,0.514029785,1,0,1,9847.617353,20159.14008,37668.0572,-21727.85146,-1.733630095,2,1,0,2,1,0,17,16,2,1,2,1,54.23728814,33.89830508,11.86440678,35,0.086,0.004,21.5,0.017941176,0.018691987,0.011,55.46751189,1.584786054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.052,0.117333333,0.141333333,0,0.045333333,0.028,0.173333333,0.124,0.318666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.1074.ch02.230221.171747.59.C.358.1072.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3iii\Encounter48-sel-Channel0-20241110_113703.wav,37:04.0,37:04.7,48,1072b,95703,null,null,null,null,null,null,Pc,8317.936523,6168.357422,0.713,6729.117188,8317.936523,2149.579102,0.630165647,0.124846926,6955.095003,316.844577,6916.037109,7243.146973,0.296774194,1.348484848,0.808988764,6822.577148,7009.49707,7009.49707,280.3798828,0.572988944,0.620315247,0.687283436,0.642106083,0.467299805,0,0,0,1882.249482,12352.57593,22014.32302,-21099.29421,-1.043367745,0,0,1,2,1,0,16,12,4,9,8,5,45.75163399,38.5620915,15.68627451,38,0.055,0.004,13.75,0.018243243,0.012541942,0.012,53.29593268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.088,0.449333333,0.046666667,0,0.013333333,0.157333333,0.109333333,0.094666667,0.041333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),moved
sel.633.ch02.230221.143705.98.C.211.631.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter62-sel-Channel0-20230221_143731.wav,37:31.1,37:31.4,62,631b,95703,null,null,null,null,null,null,Tt,12617.09473,6822.577148,0.332,7663.716797,12617.09473,5794.517578,0.731371331,0.104322442,7669.650763,949.6836713,7383.336914,9719.835938,0.596153846,1.849315068,0.607407407,7009.49707,7383.336914,7850.636719,747.6796875,0.7341085,0.817396827,0.719004195,0.649882765,0.317763867,1,0,1,13932.85593,24032.56138,40583.72195,-34787.87435,-1.166605397,0,0,1,2,1,0,8,6,4,2,6,0,62.85714286,24.28571429,12.85714286,16,0.091,0.005,18.2,0.0214,0.022831057,0.011,48.19277108,3.012048193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.034666667,0.029333333,0.202666667,0,0.06,0.008,0.090666667,0.157333333,0.417333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.195.ch02.230221.142747.23.C.65.193.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter24-sel-Channel0-20230221_142743.wav,27:43.0,27:43.4,24,193b_notraceableparta,95703,null,null,null,null,null,null,Tt,12897.47461,6448.737305,0.326,6729.117188,12897.47461,6448.737305,0.720864462,0.132744104,7038.138026,980.8864428,6729.117188,9673.105957,0.666666667,2,0.52173913,6822.577148,6635.657227,6916.037109,280.3798828,0.628103217,0.775767274,0.800760282,0.681350972,0.420569824,1,0,1,19038.54552,28486.68364,53685.90701,-22166.78561,-2.421907622,2,1,0,2,1,0,9,8,3,1,3,1,60.34482759,32.75862069,6.896551724,19,0.107,0.005,21.4,0.017222222,0.023259547,0.011,58.28220859,3.067484663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.044,0.054666667,0.173333333,0,0.041333333,0.013333333,0.077333333,0.136,0.46,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.552.ch02.230221.155320.94.C.186.550.U.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter54-sel-Channel0-20230221_155710.wav,57:10.0,57:10.5,54,550b,95703,null,null,null,null,null,null,Ambig,10280.5957,6355.277344,0.514,7102.957031,10280.5957,3925.318359,0.686301683,0.148170259,6973.847394,580.6005438,6822.577148,8317.936523,0.471910112,1.617647059,0.690909091,6729.117188,6916.037109,7009.49707,280.3798828,0.680263404,0.63514077,0.72201782,0.708036332,0.476645801,0,0,0,6207.484509,14774.64759,31473.19815,-22845.76823,-1.377637987,0,0,1,2,1,0,8,10,7,1,5,3,48.4375,32.8125,18.75,22,0.081,0.005,16.2,0.022904762,0.023136345,0.011,42.80155642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.109333333,0.257333333,0.118666667,0,0.022666667,0.074666667,0.225333333,0.054666667,0.137333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.198.ch02.230221.194211.34.C.66.196.U.wav,C:\Users\kepar\Desktop\trace_02102025\Encounter1-sel-Channel0-20230221_194216.wav,42:16.1,42:16.4,1,196a_noparta,95703,null,null,null,null,null,null,Pc,7663.716797,6448.737305,0.316,7289.876953,7663.716797,1214.979492,0.70418881,0.161062016,6861.518799,225.8638482,6822.577148,7056.227051,0.17218543,1.188405797,0.951219512,6729.117188,6822.577148,6822.577148,210.2849121,0.64833936,0.620790564,0.722449254,0.837807256,0.130843945,0,0,0,795.8051557,11620.26391,20348.55763,-24563.19486,-0.82841657,0,0,1,2,1,0,6,6,4,3,4,3,48.61111111,37.5,13.88888889,16,0.049,0.005,9.8,0.018533333,0.01308143,0.012,50.63291139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.073333333,0.401333333,0.062666667,0,0.054666667,0.162666667,0.069333333,0.121333333,0.054666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.294.ch02.230221.142836.91.C.98.292.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter35-sel-Channel0-20230221_142832.wav,28:32.0,28:32.6,35,292b,95703,null,null,null,null,null,null,Ambig,13364.77441,6355.277344,0.632,7383.336914,13364.77441,7009.49707,0.788454026,0.083164536,7046.409828,777.4056845,6916.037109,9860.025879,0.710900474,2.102941176,0.552447552,6822.577148,6822.577148,6916.037109,186.9199219,0.794227705,0.861009907,0.795990465,0.69962713,0.476645801,1,0,1,8695.397092,20021.4771,39402.22273,-22274.62402,-1.768928746,0,0,1,2,1,0,14,13,5,4,6,3,51.2605042,36.13445378,12.60504202,34,0.065,0.004,16.25,0.018333333,0.015230862,0.012,53.79746835,1.582278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.069333333,0.085333333,0.137333333,0,0.061333333,0.04,0.164,0.105333333,0.337333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.220.ch02.230221.145357.19.C.398.1192.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter25-sel-Channel0-20230221_161932.wav,19:32.0,19:32.7,25,1192b_untraceableparta,95703,null,null,null,null,null,null,Ambig,12710.55469,6261.817383,0.69,7289.876953,12710.55469,6448.737305,0.753886589,0.101281105,7187.789919,835.6433883,7009.49707,9486.186035,0.679802956,2.029850746,0.573529412,7009.49707,7009.49707,7196.416992,350.4748535,0.727975496,0.794102595,0.758038683,0.734982552,0.775717676,1,0,1,7836.6298,16772.07826,37791.94452,-26197.11026,-1.442599743,0,0,1,2,1,0,9,8,10,6,11,5,48.31460674,32.58426966,19.1011236,24,0.15,0.005,30,0.029304348,0.030015806,0.022,34.7826087,1.449275362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.117333333,0.104,0.222666667,0,0.048,0.028,0.132,0.106666667,0.241333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
sel.2371.ch02.230221.163149.86.C.855.2371.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3iii\Encounter75-sel-Channel0-20241110_115434.wav,54:34.6,54:34.9,75,2371b,95703,null,null,null,null,null,null,Ambig,9065.616211,6261.817383,0.326,7383.336914,9065.616211,2803.798828,0.653606921,0.146473377,6967.289346,482.13361,6916.037109,7663.716797,0.365853659,1.447761194,0.81443299,6635.657227,6822.577148,7009.49707,373.8398438,0.633084058,0.659597266,0.589318084,0.73339711,0.233649902,0,0,0,5045.086884,20417.46297,29869.52964,-24676.70898,-1.210434084,0,0,1,2,1,0,9,8,1,1,2,0,52.94117647,39.21568627,7.843137255,18,0.079,0.005,15.8,0.016647059,0.018543669,0.011,55.21472393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.1,0.301333333,0.126666667,0,0.036,0.078666667,0.150666667,0.08,0.126666667,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),moved
sel.36.ch02.230221.142657.11.C.12.34.F.wav,C:\Users\kepar\Desktop\ToTrace\trace_3i\Encounter2-sel-Channel0-20230221_142657.wav,26:57.0,26:57.7,2,34b,95703,null,null,null,null,null,null,Ambig,14673.21387,6542.197266,0.663,7383.336914,14673.21387,8131.016602,0.658707186,0.177968826,7218.099703,955.1855209,7009.49707,10607.70557,0.766519824,2.242857143,0.503184713,7009.49707,6916.037109,7102.957031,186.9199219,0.644329244,0.555485065,0.744844054,0.690634185,0.59814375,1,0,1,11400.75138,22229.04255,49643.98152,-24864.96492,-1.996543397,0,0,1,2,1,0,12,11,4,4,5,3,47.36842105,34.21052632,18.42105263,28,0.096,0.005,19.2,0.023555556,0.021182964,0.016,42.23227753,1.508295626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIWhist.model,0,0,0.057333333,0.078666667,0.174666667,0,0.073333333,0.026666667,0.144,0.112,0.333333333,0,(Fa-Gg-Gm-Pc-Pe-Pm-Sa-Sb-Sc-Sl-Tt-Zc-),
